Below are the simulation results for the test trials
WORLD	TASK	SUCCESS	STEPS	LOWEST_CLEARANCE
61	6	1	72	0.394	
62	6	1	91	0.065	
62	6	1	97	0.069	
62	6	1	76	0.077	
62	6	1	79	0.077	
62	6	1	82	0.062	
63	6	1	77	0.140	
63	6	1	76	0.095	
63	6	1	72	0.156	
63	6	1	74	0.083	
63	6	1	72	0.163	
64	6	1	75	0.164	
64	6	1	77	0.093	
64	6	1	73	0.065	
64	6	1	73	0.067	
64	6	1	74	0.123	
65	6	1	84	0.085	
65	6	1	74	0.155	
65	6	1	74	0.111	
65	6	1	74	0.131	
65	6	1	74	0.138	
66	6	1	73	0.136	
66	6	1	73	0.130	
66	6	1	73	0.082	
66	6	1	73	0.086	
66	6	1	73	0.135	
67	6	1	72	0.349	
67	6	1	72	0.352	
67	6	1	72	0.354	
67	6	1	72	0.352	
67	6	1	72	0.354	
68	6	1	72	0.180	
68	6	1	72	0.183	
68	6	1	73	0.158	
68	6	1	75	0.102	
68	6	1	72	0.158	
69	6	1	85	0.078	
69	6	1	80	0.115	
69	6	1	71	0.078	
69	6	1	76	0.087	
69	6	1	74	0.087	
70	6	1	72	0.172	
70	6	1	71	0.233	
70	6	1	72	0.109	
70	6	1	72	0.125	
70	6	1	72	0.148	
71	6	1	88	0.090	
71	6	1	79	0.098	
71	6	1	73	0.097	
71	6	1	73	0.097	
71	6	1	73	0.097	
72	6	1	72	0.219	
72	6	1	72	0.226	
72	6	1	72	0.228	
72	6	1	72	0.226	
72	6	1	72	0.229	
73	6	1	73	0.130	
73	6	1	78	0.119	
73	6	1	73	0.114	
73	6	1	75	0.099	
73	6	1	73	0.132	
74	6	1	79	0.115	
74	6	1	80	0.082	
74	6	1	73	0.121	
74	6	1	73	0.122	
74	6	1	73	0.110	
75	6	1	72	0.350	
75	6	1	72	0.347	
75	6	1	72	0.351	
75	6	1	72	0.342	
75	6	1	72	0.342	
76	6	1	79	0.139	
76	6	1	79	0.132	
76	6	1	72	0.120	
76	6	1	73	0.133	
76	6	1	71	0.113	
77	6	1	72	0.158	
77	6	1	72	0.158	
77	6	1	72	0.137	
77	6	1	72	0.126	
77	6	1	72	0.137	
78	6	1	74	0.078	
78	6	1	74	0.089	
78	6	1	74	0.129	
78	6	1	73	0.113	
78	6	1	77	0.103	
79	6	1	78	0.151	
79	6	1	76	0.158	
79	6	1	74	0.113	
79	6	1	75	0.129	
79	6	1	75	0.091	
80	6	1	34	0.095	
80	6	1	34	0.091	
80	6	1	34	0.111	
80	6	1	73	0.123	
80	6	1	34	0.067	
81	6	1	80	0.129	
81	6	1	78	0.111	
81	6	1	73	0.107	
81	6	1	73	0.068	
81	6	1	74	0.107	
82	6	1	73	0.085	
82	6	1	73	0.085	
82	6	1	75	0.094	
82	6	1	74	0.107	
82	6	1	75	0.096	
83	6	1	75	0.143	
83	6	1	77	0.139	
83	6	1	75	0.127	
83	6	1	75	0.134	
83	6	1	77	0.183	
84	6	1	73	0.179	
84	6	1	80	0.085	
84	6	1	72	0.090	
84	6	1	74	0.100	
84	6	1	72	0.052	
85	6	1	89	0.099	
85	6	1	85	0.119	
85	6	1	73	0.080	
85	6	1	73	0.111	
85	6	1	34	0.136	
86	6	1	93	0.088	
86	6	1	90	0.053	
86	6	1	73	0.114	
86	6	1	74	0.108	
86	6	1	74	0.124	
87	6	1	78	0.073	
87	6	1	77	0.119	
87	6	1	74	0.114	
87	6	1	74	0.076	
87	6	1	74	0.099	
88	6	1	77	0.075	
88	6	1	73	0.121	
88	6	1	73	0.123	
88	6	1	72	0.133	
88	6	1	73	0.125	
89	6	1	81	0.093	
89	6	1	88	0.072	
89	6	1	79	0.095	
89	6	1	73	0.123	
89	6	1	75	0.100	
90	6	1	75	0.153	
90	6	1	79	0.099	
90	6	1	74	0.103	
90	6	1	73	0.122	
90	6	1	73	0.139	
91	6	1	73	0.109	
91	6	1	72	0.117	
91	6	1	74	0.152	
91	6	1	74	0.152	
91	6	1	74	0.152	
92	6	1	80	0.149	
92	6	1	78	0.123	
92	6	1	74	0.098	
92	6	1	73	0.077	
92	6	1	72	0.125	
93	6	1	72	0.796	
93	6	1	73	0.796	
93	6	1	72	0.797	
93	6	1	72	0.797	
93	6	1	72	0.797	
94	6	1	72	0.399	
94	6	1	72	0.392	
94	6	1	72	0.396	
94	6	1	72	0.397	
94	6	1	72	0.396	
95	6	1	74	0.136	
95	6	1	77	0.096	
95	6	1	73	0.118	
95	6	1	74	0.114	
95	6	1	71	0.095	
96	6	1	83	0.160	
96	6	1	84	0.143	
96	6	1	75	0.112	
96	6	1	75	0.092	
96	6	1	73	0.067	
97	6	1	74	0.055	
97	6	1	75	0.086	
97	6	1	73	0.087	
97	6	1	73	0.074	
97	6	1	73	0.082	
98	6	1	74	0.133	
98	6	1	71	0.148	
98	6	1	71	0.095	
98	6	1	33	0.047	
98	6	1	70	0.113	
99	6	1	82	0.116	
99	6	1	84	0.130	
99	6	1	75	0.096	
99	6	1	77	0.116	
99	6	1	76	0.086	
100	6	1	76	0.131	
100	6	1	72	0.132	
100	6	1	75	0.127	
100	6	1	73	0.115	
100	6	1	73	0.125	
101	6	1	77	0.283	
101	6	1	73	0.311	
101	6	1	74	0.155	
101	6	1	72	0.117	
101	6	1	74	0.161	
102	6	1	74	0.163	
102	6	1	74	0.139	
102	6	1	75	0.134	
102	6	1	73	0.118	
102	6	1	75	0.133	
103	6	1	79	0.071	
103	6	1	78	0.064	
103	6	1	75	0.125	
103	6	1	75	0.110	
103	6	1	79	0.098	
104	6	1	92	0.109	
104	6	1	81	0.102	
104	6	1	76	0.069	
104	6	1	73	0.124	
104	6	1	73	0.097	
105	6	1	45	0.073	
105	6	1	77	0.161	
105	6	1	75	0.128	
105	6	1	78	0.082	
105	6	1	79	0.127	
106	6	1	86	0.093	
106	6	1	78	0.152	
106	6	1	81	0.101	
106	6	1	77	0.115	
106	6	1	75	0.121	
107	6	1	74	0.153	
107	6	1	75	0.097	
107	6	1	73	0.112	
107	6	1	71	0.095	
107	6	1	72	0.117	
108	6	1	74	0.162	
108	6	1	73	0.164	
108	6	1	72	0.144	
108	6	1	72	0.150	
108	6	1	72	0.150	
109	6	1	81	0.174	
109	6	1	85	0.163	
109	6	1	74	0.131	
109	6	1	74	0.142	
109	6	1	75	0.083	
110	6	1	78	0.145	
110	6	1	75	0.169	
110	6	1	75	0.186	
110	6	1	75	0.163	
110	6	1	87	0.147	
111	6	1	89	0.114	
111	6	1	91	0.107	
111	6	1	96	0.084	
111	6	1	95	0.064	
111	6	1	61	0.084	
112	6	1	115	0.001	
112	6	1	116	0.046	
112	6	1	74	0.071	
112	6	1	43	0.070	
112	6	1	74	0.049	
113	6	1	80	0.081	
113	6	1	79	0.058	
113	6	1	92	0.071	
113	6	1	54	0.077	
113	6	1	81	0.070	
114	6	1	106	0.067	
114	6	1	116	0.078	
114	6	1	73	0.089	
114	6	1	73	0.088	
114	6	1	75	0.086	
115	6	1	88	0.093	
115	6	1	88	0.091	
115	6	1	72	0.100	
115	6	1	39	0.120	
115	6	1	74	0.115	
116	6	1	74	0.112	
116	6	1	71	0.135	
116	6	1	74	0.091	
116	6	1	71	0.074	
116	6	1	73	0.126	
117	6	1	94	0.047	
117	6	1	117	0.053	
117	6	1	89	0.068	
117	6	1	77	0.062	
117	6	1	84	0.086	
118	6	1	88	0.104	
118	6	1	94	0.070	
118	6	1	74	0.071	
118	6	1	75	0.088	
118	6	1	77	0.089	
119	6	1	99	0.069	
119	6	1	95	0.080	
119	6	1	44	0.106	
119	6	1	79	0.069	
119	6	1	77	0.079	
120	6	1	87	0.131	
120	6	1	94	0.089	
120	6	1	78	0.105	
120	6	1	76	0.101	
120	6	1	77	0.112	
121	6	1	93	0.111	
121	6	1	103	0.091	
121	6	1	75	0.140	
121	6	1	74	0.157	
121	6	1	75	0.124	
122	6	1	78	0.138	
122	6	1	77	0.155	
122	6	1	73	0.098	
122	6	1	73	0.107	
122	6	1	73	0.114	
123	6	1	85	0.043	
123	6	1	115	0.058	
123	6	1	76	0.073	
123	6	1	74	0.079	
123	6	1	75	0.077	
124	6	1	85	0.133	
124	6	1	77	0.135	
124	6	1	73	0.126	
124	6	1	75	0.104	
124	6	1	74	0.122	
125	6	1	91	0.063	
125	6	1	97	0.057	
125	6	1	73	0.116	
125	6	1	71	0.099	
125	6	1	71	0.082	
126	6	1	76	0.116	
126	6	1	78	0.100	
126	6	1	74	0.091	
126	6	1	74	0.125	
126	6	1	74	0.121	
127	6	1	81	0.091	
127	6	1	76	0.078	
127	6	1	74	0.093	
127	6	1	76	0.093	
127	6	1	75	0.104	
128	6	1	75	0.148	
128	6	1	78	0.107	
128	6	1	72	0.115	
128	6	1	73	0.114	
128	6	1	72	0.082	
129	6	1	78	0.102	
129	6	1	73	0.114	
129	6	1	73	0.080	
129	6	1	34	0.127	
129	6	1	34	0.089	
130	6	1	74	0.113	
130	6	1	73	0.132	
130	6	1	73	0.115	
130	6	1	72	0.119	
130	6	1	72	0.119	
131	6	1	74	0.131	
131	6	1	84	0.080	
131	6	1	71	0.107	
131	6	1	73	0.089	
131	6	1	71	0.133	
132	6	1	76	0.150	
132	6	1	79	0.124	
132	6	1	72	0.108	
132	6	1	76	0.098	
132	6	1	72	0.091	
133	6	1	91	0.123	
133	6	1	95	0.094	
133	6	1	77	0.091	
133	6	1	76	0.132	
133	6	1	78	0.107	
134	6	1	101	0.090	
134	6	1	77	0.099	
134	6	1	78	0.106	
134	6	1	74	0.107	
134	6	1	75	0.085	
135	6	1	74	0.135	
135	6	1	73	0.173	
135	6	1	72	0.104	
135	6	1	72	0.175	
135	6	1	72	0.177	
136	6	1	94	0.080	
136	6	1	88	0.099	
136	6	1	78	0.053	
136	6	1	75	0.110	
136	6	1	59	0.068	
137	6	1	95	0.065	
137	6	1	92	0.056	
137	6	1	75	0.075	
137	6	1	83	0.087	
137	6	1	83	0.088	
138	6	1	83	0.090	
138	6	1	83	0.086	
138	6	1	83	0.105	
138	6	1	87	0.067	
138	6	1	82	0.074	
139	6	1	72	0.140	
139	6	1	74	0.120	
139	6	1	73	0.119	
139	6	1	73	0.107	
139	6	1	70	0.126	
140	6	1	77	0.102	
140	6	1	76	0.120	
140	6	1	75	0.072	
140	6	1	73	0.125	
140	6	1	74	0.057	
141	6	1	95	0.081	
141	6	1	88	0.104	
141	6	1	73	0.094	
141	6	1	73	0.125	
141	6	1	72	0.118	
142	6	1	74	0.135	
142	6	1	80	0.081	
142	6	1	73	0.104	
142	6	1	72	0.081	
142	6	1	73	0.107	
143	6	1	87	0.091	
143	6	1	96	0.093	
143	6	1	75	0.155	
143	6	1	74	0.109	
143	6	1	76	0.103	
144	6	1	76	0.122	
144	6	1	81	0.085	
144	6	1	77	0.109	
144	6	1	74	0.111	
144	6	1	72	0.116	
145	6	1	78	0.152	
145	6	1	76	0.152	
145	6	1	73	0.137	
145	6	1	75	0.092	
145	6	1	74	0.138	
146	6	1	73	0.166	
146	6	1	73	0.161	
146	6	1	73	0.145	
146	6	1	73	0.145	
146	6	1	73	0.147	
147	6	1	76	0.123	
147	6	1	78	0.140	
147	6	1	72	0.091	
147	6	1	73	0.099	
147	6	1	70	0.102	
148	6	1	90	0.073	
148	6	1	81	0.086	
148	6	1	75	0.100	
148	6	1	75	0.077	
148	6	1	77	0.092	
149	6	1	79	0.153	
149	6	1	83	0.084	
149	6	1	73	0.084	
149	6	1	75	0.099	
149	6	1	72	0.111	
150	6	1	78	0.081	
150	6	1	81	0.090	
150	6	1	74	0.102	
150	6	1	74	0.083	
150	6	1	77	0.097	
151	6	1	80	0.115	
151	6	1	79	0.111	
151	6	1	73	0.109	
151	6	1	83	0.065	
151	6	1	72	0.084	
152	6	1	73	0.116	
152	6	1	78	0.124	
152	6	1	73	0.220	
152	6	1	72	0.118	
152	6	1	73	0.148	
153	6	1	72	0.071	
153	6	1	88	0.069	
153	6	0	60	0.000	
153	6	1	56	0.071	
153	6	1	57	0.050	
154	6	1	79	0.117	
154	6	1	76	0.130	
154	6	1	73	0.077	
154	6	1	75	0.092	
154	6	1	74	0.069	
155	6	1	72	0.117	
155	6	1	72	0.142	
155	6	1	72	0.141	
155	6	1	74	0.104	
155	6	1	75	0.127	
156	6	1	77	0.134	
156	6	1	75	0.191	
156	6	1	73	0.121	
156	6	1	72	0.140	
156	6	1	73	0.125	
157	6	1	83	0.096	
157	6	1	82	0.077	
157	6	1	77	0.090	
157	6	1	76	0.112	
157	6	1	76	0.075	
158	6	1	110	0.073	
158	6	1	121	0.053	
158	6	1	80	0.085	
158	6	1	77	0.067	
158	6	1	53	0.080	
159	6	1	80	0.109	
159	6	1	80	0.118	
159	6	1	73	0.080	
159	6	1	72	0.088	
159	6	1	72	0.097	
160	6	1	83	0.067	
160	6	1	88	0.070	
160	6	1	73	0.090	
160	6	1	72	0.096	
160	6	1	73	0.123	
161	6	1	72	0.152	
161	6	1	72	0.138	
161	6	1	72	0.126	
161	6	1	72	0.126	
161	6	1	72	0.151	
162	6	1	76	0.127	
162	6	1	75	0.134	
162	6	1	73	0.063	
162	6	1	73	0.061	
162	6	1	73	0.071	
163	6	1	93	0.110	
163	6	1	105	0.074	
163	6	1	75	0.094	
163	6	1	78	0.081	
163	6	1	39	0.084	
164	6	1	84	0.138	
164	6	1	90	0.077	
164	6	1	72	0.080	
164	6	1	73	0.127	
164	6	1	71	0.127	
165	6	1	94	0.074	
165	6	1	98	0.089	
165	6	1	73	0.066	
165	6	1	74	0.072	
165	6	1	74	0.087	
166	6	1	77	0.122	
166	6	1	79	0.117	
166	6	1	78	0.121	
166	6	1	78	0.120	
166	6	1	80	0.121	
167	6	1	41	0.046	
167	6	1	39	0.048	
167	6	1	34	0.045	
167	6	1	33	0.054	
167	6	1	33	0.033	
168	6	1	85	0.091	
168	6	1	116	0.077	
168	6	1	77	0.089	
168	6	1	74	0.062	
168	6	1	76	0.078	
169	6	1	108	0.045	
169	6	1	78	0.071	
169	6	1	49	0.065	
169	6	1	90	0.047	
169	6	1	78	0.073	
170	6	1	78	0.086	
170	6	1	89	0.072	
170	6	1	73	0.125	
170	6	1	72	0.107	
170	6	1	72	0.055	
171	6	1	93	0.068	
171	6	1	91	0.094	
171	6	1	76	0.065	
171	6	1	76	0.054	
171	6	1	75	0.083	
172	6	1	75	0.091	
172	6	1	74	0.114	
172	6	1	74	0.104	
172	6	1	74	0.083	
172	6	1	74	0.083	
173	6	1	83	0.066	
173	6	1	86	0.113	
173	6	1	75	0.068	
173	6	1	71	0.065	
173	6	1	71	0.084	
174	6	1	75	0.144	
174	6	1	88	0.133	
174	6	1	73	0.106	
174	6	1	72	0.114	
174	6	1	73	0.127	
175	6	1	102	0.076	
175	6	1	35	0.090	
175	6	1	80	0.114	
175	6	1	83	0.051	
175	6	1	76	0.074	
176	6	1	93	0.085	
176	6	1	81	0.149	
176	6	1	76	0.097	
176	6	1	77	0.160	
176	6	1	80	0.104	
177	6	1	89	0.063	
177	6	1	91	0.079	
177	6	1	76	0.111	
177	6	1	73	0.095	
177	6	1	73	0.070	
178	6	1	81	0.100	
178	6	1	87	0.102	
178	6	1	80	0.083	
178	6	1	78	0.097	
178	6	1	76	0.109	
179	6	1	97	0.071	
179	6	1	91	0.101	
179	6	1	73	0.076	
179	6	1	80	0.069	
179	6	1	72	0.051	
180	6	1	86	0.079	
180	6	1	110	0.060	
180	6	1	80	0.100	
180	6	1	79	0.055	
180	6	1	75	0.088	
181	6	1	75	0.072	
181	6	1	74	0.120	
181	6	1	48	0.094	
181	6	1	44	0.100	
181	6	1	75	0.098	
182	6	1	93	0.065	
182	6	1	94	0.086	
182	6	1	77	0.078	
182	6	1	83	0.077	
182	6	1	80	0.069	
183	6	1	102	0.077	
183	6	1	101	0.083	
183	6	1	78	0.117	
183	6	1	75	0.083	
183	6	1	74	0.111	
184	6	1	82	0.140	
184	6	1	77	0.139	
184	6	1	73	0.126	
184	6	1	74	0.143	
184	6	1	73	0.113	
185	6	1	85	0.090	
185	6	1	84	0.155	
185	6	1	72	0.116	
185	6	1	71	0.112	
185	6	1	73	0.088	
186	6	1	83	0.068	
186	6	1	102	0.081	
186	6	1	77	0.097	
186	6	1	73	0.073	
186	6	1	73	0.091	
187	6	1	115	0.100	
187	6	1	110	0.064	
187	6	1	73	0.079	
187	6	1	74	0.061	
187	6	1	38	0.089	
188	6	1	76	0.104	
188	6	1	76	0.120	
188	6	1	72	0.109	
188	6	1	72	0.128	
188	6	1	72	0.109	
189	6	1	72	0.063	
189	6	1	75	0.081	
189	6	1	73	0.088	
189	6	1	72	0.091	
189	6	1	72	0.065	
190	6	1	91	0.096	
190	6	1	95	0.056	
190	6	1	73	0.109	
190	6	1	74	0.078	
190	6	1	74	0.097	
191	6	1	93	0.074	
191	6	1	129	0.074	
191	6	1	45	0.098	
191	6	1	81	0.100	
191	6	1	78	0.083	
192	6	1	95	0.073	
192	6	1	39	0.083	
192	6	1	35	0.090	
192	6	1	35	0.077	
192	6	1	35	0.108	
193	6	1	78	0.084	
193	6	1	75	0.079	
193	6	1	77	0.085	
193	6	1	82	0.111	
193	6	1	78	0.101	
194	6	1	104	0.070	
194	6	1	98	0.080	
194	6	1	73	0.091	
194	6	1	74	0.093	
194	6	1	77	0.109	
195	6	1	76	0.091	
195	6	1	75	0.101	
195	6	1	72	0.079	
195	6	1	71	0.111	
195	6	1	71	0.115	
196	6	1	85	0.084	
196	6	1	81	0.072	
196	6	1	76	0.056	
196	6	1	73	0.096	
196	6	1	74	0.079	
197	6	1	78	0.158	
197	6	1	76	0.138	
197	6	1	75	0.118	
197	6	1	79	0.092	
197	6	1	76	0.126	
198	6	1	84	0.083	
198	6	1	87	0.082	
198	6	1	71	0.111	
198	6	1	72	0.079	
198	6	1	72	0.108	
199	6	1	110	0.076	
199	6	1	108	0.094	
199	6	1	77	0.097	
199	6	1	75	0.080	
199	6	1	74	0.092	
200	6	1	77	0.147	
200	6	1	81	0.142	
200	6	1	73	0.117	
200	6	1	74	0.140	
200	6	1	73	0.141	
201	6	1	80	0.089	
201	6	1	79	0.099	
201	6	1	73	0.100	
201	6	1	73	0.080	
201	6	1	73	0.102	
202	6	1	72	0.138	
202	6	1	78	0.107	
202	6	1	73	0.092	
202	6	1	73	0.099	
202	6	1	74	0.102	
203	6	1	91	0.081	
203	6	1	85	0.083	
203	6	1	84	0.059	
203	6	1	79	0.053	
203	6	1	82	0.055	
204	6	1	76	0.079	
204	6	1	80	0.106	
204	6	1	55	0.069	
204	6	1	35	0.090	
204	6	1	39	0.120	
205	6	1	122	0.059	
205	6	1	108	0.068	
205	6	1	85	0.067	
205	6	1	80	0.090	
205	6	1	47	0.070	
206	6	1	81	0.067	
206	6	1	82	0.102	
206	6	1	74	0.094	
206	6	1	73	0.095	
206	6	1	76	0.101	
207	6	1	59	0.064	
207	6	1	58	0.065	
207	6	1	46	0.079	
207	6	1	80	0.081	
207	6	1	77	0.076	
208	6	1	82	0.081	
208	6	1	81	0.081	
208	6	1	71	0.064	
208	6	1	74	0.107	
208	6	1	71	0.087	
209	6	1	83	0.114	
209	6	1	75	0.120	
209	6	1	73	0.109	
209	6	1	73	0.120	
209	6	1	73	0.143	
210	6	1	77	0.075	
210	6	1	76	0.101	
210	6	1	73	0.089	
210	6	1	75	0.111	
210	6	1	77	0.094	
211	6	1	85	0.053	
211	6	1	84	0.082	
211	6	1	71	0.085	
211	6	1	73	0.087	
211	6	1	86	0.047	
212	6	1	76	0.107	
212	6	1	77	0.141	
212	6	1	75	0.139	
212	6	1	73	0.133	
212	6	1	74	0.108	
213	6	1	87	0.083	
213	6	1	106	0.093	
213	6	1	78	0.106	
213	6	1	72	0.122	
