Below are the simulation results for the test trials
WORLD	TASK	SUCCESS	STEPS	LOWEST_CLEARANCE
43	6	1	43	0.067	
43	6	1	174	0.074	
43	6	1	250	0.279	
43	6	1	250	0.425	
44	6	1	99	0.095	
44	6	1	96	0.101	
44	6	1	86	0.073	
44	6	1	81	0.074	
44	6	1	84	0.073	
45	6	1	86	0.112	
45	6	1	90	0.096	
45	6	1	157	0.087	
45	6	1	98	0.072	
45	6	1	180	0.084	
46	6	1	33	0.071	
46	6	1	35	0.067	
46	6	1	60	0.074	
46	6	1	94	0.075	
46	6	1	37	0.069	
47	6	1	50	0.072	
47	6	1	50	0.066	
47	6	1	173	0.075	
47	6	1	80	0.082	
47	6	1	87	0.074	
48	6	1	78	0.137	
48	6	1	75	0.123	
48	6	1	50	0.097	
48	6	1	83	0.075	
48	6	1	60	0.080	
49	6	1	89	0.065	
49	6	1	165	0.068	
49	6	1	135	0.066	
49	6	1	145	0.073	
49	6	1	117	0.070	
50	6	1	75	0.192	
50	6	1	72	0.269	
50	6	1	74	0.290	
50	6	1	75	0.259	
50	6	1	77	0.253	
51	6	1	76	0.168	
51	6	1	74	0.297	
51	6	1	73	0.142	
51	6	1	71	0.148	
51	6	1	73	0.096	
52	6	1	78	0.148	
52	6	1	73	0.204	
52	6	1	146	0.200	
52	6	1	149	0.190	
52	6	1	207	0.168	
53	6	1	82	0.146	
53	6	1	85	0.120	
53	6	1	98	0.076	
53	6	1	100	0.106	
53	6	1	92	0.134	
54	6	1	70	0.255	
54	6	1	70	0.337	
54	6	1	68	0.303	
54	6	1	68	0.280	
54	6	1	68	0.328	
55	6	1	87	0.096	
55	6	1	92	0.099	
55	6	1	250	0.186	
55	6	1	250	0.166	
55	6	1	135	0.073	
56	6	1	96	0.182	
56	6	1	97	0.205	
56	6	1	112	0.216	
56	6	1	110	0.293	
56	6	1	112	0.230	
57	6	1	82	0.131	
57	6	1	96	0.082	
57	6	1	154	0.066	
57	6	1	207	0.072	
57	6	1	136	0.075	
58	6	1	75	0.070	
58	6	1	75	0.063	
58	6	1	64	0.060	
58	6	1	204	0.073	
58	6	1	68	0.074	
59	6	1	96	0.071	
59	6	1	46	0.073	
59	6	1	32	0.070	
59	6	1	32	0.070	
59	6	1	33	0.067	
60	6	1	112	0.089	
60	6	1	101	0.098	
60	6	1	96	0.075	
60	6	1	57	0.063	
60	6	1	66	0.074	
61	6	1	68	0.397	
61	6	1	68	0.397	
61	6	1	68	0.388	
61	6	1	68	0.388	
61	6	1	68	0.378	
62	6	1	51	0.067	
62	6	1	53	0.070	
62	6	1	74	0.074	
62	6	1	77	0.073	
62	6	1	93	0.074	
63	6	1	101	0.080	
63	6	1	34	0.073	
63	6	1	35	0.073	
63	6	1	34	0.068	
63	6	1	120	0.080	
64	6	1	83	0.171	
64	6	1	91	0.153	
64	6	1	89	0.075	
64	6	1	250	0.082	
64	6	1	250	0.129	
65	6	1	72	0.245	
65	6	1	69	0.303	
65	6	1	69	0.220	
65	6	1	68	0.220	
65	6	1	68	0.230	
66	6	1	85	0.080	
66	6	1	76	0.083	
66	6	1	35	0.072	
66	6	1	53	0.075	
66	6	1	151	0.086	
67	6	1	68	0.354	
67	6	1	68	0.354	
67	6	1	68	0.366	
67	6	1	68	0.376	
67	6	1	68	0.366	
68	6	1	86	0.155	
68	6	1	73	0.132	
68	6	1	71	0.100	
68	6	1	79	0.115	
68	6	1	80	0.109	
69	6	1	46	0.068	
69	6	1	49	0.052	
69	6	1	118	0.072	
69	6	1	136	0.064	
69	6	1	175	0.063	
70	6	1	70	0.281	
70	6	1	93	0.168	
70	6	1	78	0.097	
70	6	1	70	0.118	
70	6	1	76	0.120	
71	6	1	99	0.208	
71	6	1	85	0.212	
71	6	1	97	0.133	
71	6	1	96	0.161	
71	6	1	97	0.156	
72	6	1	71	0.230	
72	6	1	71	0.223	
72	6	1	73	0.214	
72	6	1	71	0.239	
72	6	1	72	0.205	
73	6	1	91	0.126	
73	6	1	78	0.109	
73	6	1	169	0.087	
73	6	1	68	0.069	
73	6	1	58	0.072	
74	6	1	100	0.109	
74	6	1	85	0.181	
74	6	1	46	0.073	
74	6	1	47	0.058	
74	6	1	48	0.074	
75	6	1	68	0.357	
75	6	1	68	0.358	
75	6	1	68	0.360	
75	6	1	68	0.360	
75	6	1	68	0.360	
76	6	1	79	0.176	
76	6	1	87	0.121	
76	6	1	118	0.113	
76	6	1	123	0.113	
76	6	1	95	0.115	
77	6	1	75	0.283	
77	6	1	72	0.223	
77	6	1	73	0.213	
77	6	1	82	0.200	
77	6	1	72	0.179	
78	6	1	113	0.088	
78	6	1	107	0.102	
78	6	1	250	0.083	
78	6	1	250	0.098	
78	6	1	250	0.078	
79	6	1	75	0.164	
79	6	1	81	0.108	
79	6	1	82	0.092	
79	6	1	72	0.117	
79	6	1	72	0.124	
80	6	1	101	0.116	
80	6	1	102	0.106	
80	6	1	163	0.102	
80	6	1	84	0.066	
80	6	1	97	0.072	
81	6	1	103	0.106	
81	6	1	87	0.176	
81	6	1	250	0.083	
81	6	1	250	0.111	
81	6	1	250	0.119	
82	6	1	58	0.074	
82	6	1	67	0.074	
82	6	1	105	0.071	
82	6	1	250	0.082	
82	6	1	95	0.074	
83	6	1	71	0.233	
83	6	1	72	0.174	
83	6	1	69	0.201	
83	6	1	71	0.138	
83	6	1	73	0.086	
84	6	1	35	0.071	
84	6	1	76	0.103	
84	6	1	73	0.096	
84	6	1	71	0.121	
84	6	1	72	0.081	
85	6	1	86	0.128	
85	6	1	84	0.123	
85	6	1	140	0.102	
85	6	1	133	0.101	
85	6	1	127	0.108	
86	6	1	40	0.071	
86	6	1	48	0.066	
86	6	1	250	0.096	
86	6	1	250	1.505	
86	6	1	79	0.066	
87	6	1	71	0.207	
87	6	1	78	0.227	
87	6	1	69	0.176	
87	6	1	72	0.120	
87	6	1	70	0.108	
88	6	1	83	0.147	
88	6	1	77	0.144	
88	6	1	69	0.064	
88	6	1	99	0.129	
88	6	1	153	0.100	
89	6	1	104	0.075	
89	6	1	94	0.079	
89	6	1	42	0.063	
89	6	1	47	0.069	
89	6	1	61	0.073	
90	6	1	71	0.249	
90	6	1	70	0.261	
90	6	1	73	0.120	
90	6	1	69	0.156	
90	6	1	70	0.122	
91	6	1	81	0.169	
91	6	1	80	0.210	
91	6	1	71	0.183	
91	6	1	71	0.159	
91	6	1	69	0.170	
92	6	1	77	0.191	
92	6	1	84	0.138	
92	6	1	239	0.074	
92	6	1	172	0.117	
92	6	1	170	0.114	
93	6	1	68	0.795	
93	6	1	68	0.795	
93	6	1	68	0.799	
93	6	1	68	0.799	
93	6	1	68	0.799	
94	6	1	68	0.385	
94	6	1	68	0.373	
94	6	1	68	0.379	
94	6	1	68	0.379	
94	6	1	68	0.379	
95	6	1	91	0.080	
95	6	1	88	0.108	
95	6	1	69	0.075	
95	6	1	48	0.072	
95	6	1	58	0.073	
96	6	1	59	0.059	
96	6	1	95	0.090	
96	6	1	92	0.067	
96	6	1	114	0.086	
96	6	1	123	0.121	
97	6	1	60	0.065	
97	6	1	50	0.071	
97	6	1	55	0.069	
97	6	1	51	0.061	
97	6	1	56	0.074	
98	6	1	85	0.142	
98	6	1	89	0.125	
98	6	1	58	0.072	
98	6	1	72	0.072	
98	6	1	68	0.073	
99	6	1	87	0.111	
99	6	1	77	0.139	
99	6	1	31	0.064	
99	6	1	29	0.068	
99	6	1	35	0.073	
100	6	1	100	0.109	
100	6	1	96	0.140	
100	6	1	60	0.099	
100	6	1	174	0.079	
100	6	1	62	0.070	
101	6	1	73	0.291	
101	6	1	71	0.264	
101	6	1	75	0.373	
101	6	1	75	0.355	
101	6	1	73	0.353	
102	6	1	74	0.126	
102	6	1	99	0.079	
102	6	1	144	0.097	
102	6	1	156	0.077	
102	6	1	136	0.073	
103	6	1	103	0.097	
103	6	1	96	0.093	
103	6	1	250	0.203	
103	6	1	250	0.221	
103	6	1	147	0.066	
104	6	1	126	0.091	
104	6	1	111	0.113	
104	6	1	184	0.075	
104	6	1	92	0.074	
104	6	1	117	0.063	
105	6	1	54	0.073	
105	6	1	62	0.073	
105	6	1	126	0.081	
105	6	1	38	0.062	
105	6	1	138	0.086	
106	6	1	95	0.100	
106	6	1	93	0.131	
106	6	1	192	0.112	
106	6	1	250	0.142	
106	6	1	240	0.076	
107	6	1	72	0.173	
107	6	1	75	0.189	
107	6	1	97	0.084	
107	6	1	117	0.123	
107	6	1	102	0.061	
108	6	1	70	0.234	
108	6	1	73	0.229	
108	6	1	86	0.284	
108	6	1	112	0.163	
108	6	1	81	0.217	
109	6	1	86	0.144	
109	6	1	74	0.186	
109	6	1	114	0.103	
109	6	1	92	0.088	
109	6	1	131	0.079	
110	6	1	88	0.113	
110	6	1	79	0.178	
110	6	1	250	0.371	
110	6	1	250	0.288	
110	6	1	216	0.089	
111	6	1	43	0.057	
111	6	1	139	0.076	
111	6	1	250	0.108	
111	6	1	250	0.147	
111	6	1	85	0.075	
112	6	1	92	0.074	
112	6	1	74	0.074	
112	6	1	241	0.075	
112	6	1	250	0.167	
112	6	1	250	0.078	
113	6	1	79	0.070	
113	6	1	122	0.085	
113	6	1	158	0.074	
113	6	1	135	0.097	
113	6	1	250	0.076	
114	6	1	75	0.084	
114	6	1	76	0.069	
114	6	1	161	0.073	
114	6	1	163	0.073	
114	6	1	155	0.069	
115	6	1	99	0.094	
115	6	1	111	0.085	
115	6	1	80	0.074	
115	6	1	74	0.070	
115	6	1	176	0.071	
116	6	1	74	0.163	
116	6	1	74	0.204	
116	6	1	99	0.164	
116	6	1	104	0.150	
116	6	1	106	0.162	
117	6	1	96	0.113	
117	6	1	66	0.063	
117	6	1	169	0.074	
117	6	1	111	0.071	
117	6	1	81	0.067	
118	6	1	30	0.102	
118	6	1	35	0.053	
118	6	1	92	0.064	
118	6	1	36	0.061	
118	6	1	107	0.080	
119	6	1	95	0.098	
119	6	1	80	0.065	
119	6	1	57	0.065	
119	6	1	42	0.072	
119	6	1	60	0.067	
120	6	1	57	0.073	
120	6	1	126	0.133	
120	6	1	250	0.094	
120	6	1	250	0.097	
120	6	1	90	0.088	
121	6	1	103	0.084	
121	6	1	48	0.068	
121	6	1	52	0.074	
121	6	1	146	0.092	
121	6	1	134	0.076	
122	6	1	82	0.124	
122	6	1	89	0.112	
122	6	1	183	0.093	
122	6	1	211	0.090	
122	6	1	157	0.118	
123	6	1	100	0.073	
123	6	1	117	0.070	
123	6	1	250	0.093	
123	6	1	250	0.085	
123	6	1	250	0.092	
124	6	1	105	0.141	
124	6	1	92	0.090	
124	6	1	180	0.074	
124	6	1	199	0.073	
124	6	1	222	0.071	
125	6	1	101	0.103	
125	6	1	38	0.060	
125	6	1	89	0.063	
125	6	1	54	0.071	
125	6	1	71	0.068	
126	6	1	104	0.089	
126	6	1	83	0.060	
126	6	1	250	0.145	
126	6	1	250	0.221	
126	6	1	250	0.119	
127	6	1	124	0.094	
127	6	1	61	0.072	
127	6	1	64	0.075	
127	6	1	63	0.073	
127	6	1	68	0.074	
128	6	1	71	0.161	
128	6	1	71	0.160	
128	6	1	82	0.286	
128	6	1	79	0.243	
128	6	1	75	0.225	
129	6	1	93	0.113	
129	6	1	74	0.070	
129	6	1	131	0.107	
129	6	1	102	0.055	
129	6	1	134	0.095	
130	6	1	80	0.118	
130	6	1	88	0.164	
130	6	1	162	0.106	
130	6	1	148	0.102	
130	6	1	202	0.113	
131	6	1	62	0.056	
131	6	1	99	0.105	
131	6	1	151	0.073	
131	6	1	191	0.070	
131	6	1	141	0.071	
132	6	1	42	0.074	
132	6	1	80	0.122	
132	6	1	52	0.074	
132	6	1	108	0.074	
132	6	1	49	0.072	
133	6	1	115	0.072	
133	6	1	129	0.077	
133	6	1	250	0.111	
133	6	1	110	0.073	
133	6	1	121	0.075	
134	6	1	108	0.110	
134	6	1	111	0.076	
134	6	1	250	0.373	
134	6	1	207	0.073	
134	6	1	250	0.366	
135	6	1	70	0.269	
135	6	1	69	0.266	
135	6	1	84	0.185	
135	6	1	78	0.247	
135	6	1	71	0.251	
136	6	1	73	0.070	
136	6	1	73	0.072	
136	6	1	115	0.057	
136	6	1	111	0.073	
136	6	1	133	0.073	
137	6	1	82	0.068	
137	6	1	102	0.070	
137	6	1	158	0.074	
137	6	1	250	0.077	
137	6	1	250	0.080	
138	6	1	104	0.069	
138	6	1	78	0.070	
138	6	1	250	0.078	
138	6	1	250	0.127	
138	6	1	250	0.088	
139	6	1	81	0.068	
139	6	1	82	0.071	
139	6	1	99	0.064	
139	6	1	95	0.070	
139	6	1	87	0.071	
140	6	1	125	0.085	
140	6	1	121	0.083	
140	6	1	250	0.158	
140	6	1	230	0.073	
140	6	1	250	0.172	
141	6	1	101	0.128	
141	6	1	103	0.141	
141	6	1	138	0.074	
141	6	1	65	0.074	
141	6	1	49	0.069	
142	6	1	92	0.080	
142	6	1	55	0.102	
142	6	1	84	0.073	
142	6	1	107	0.073	
142	6	1	129	0.074	
143	6	1	78	0.154	
143	6	1	107	0.128	
143	6	1	203	0.096	
143	6	1	166	0.112	
143	6	1	237	0.115	
144	6	1	72	0.075	
144	6	1	83	0.071	
144	6	1	250	0.084	
144	6	1	212	0.075	
144	6	1	250	0.851	
145	6	1	100	0.082	
145	6	1	102	0.107	
145	6	1	74	0.075	
145	6	1	155	0.133	
145	6	1	77	0.071	
146	6	1	72	0.187	
146	6	1	69	0.174	
146	6	1	96	0.177	
146	6	1	69	0.218	
146	6	1	72	0.214	
147	6	1	95	0.104	
147	6	1	93	0.136	
147	6	1	140	0.079	
147	6	1	96	0.074	
147	6	1	129	0.065	
148	6	1	67	0.072	
148	6	1	82	0.074	
148	6	1	157	0.074	
148	6	1	163	0.075	
148	6	1	250	0.135	
149	6	1	84	0.150	
149	6	1	80	0.120	
149	6	1	113	0.102	
149	6	1	73	0.074	
149	6	1	141	0.097	
150	6	1	96	0.104	
150	6	1	100	0.125	
150	6	1	167	0.074	
150	6	1	250	0.086	
150	6	1	250	0.101	
151	6	1	93	0.065	
151	6	1	116	0.088	
151	6	1	168	0.066	
151	6	1	231	0.069	
151	6	1	155	0.074	
152	6	1	78	0.135	
152	6	1	86	0.155	
152	6	1	79	0.110	
152	6	1	72	0.143	
152	6	1	78	0.096	
153	6	1	47	0.070	
153	6	1	111	0.071	
153	6	1	226	0.073	
153	6	1	182	0.072	
153	6	1	243	0.074	
154	6	1	117	0.116	
154	6	1	126	0.100	
154	6	1	213	0.075	
154	6	1	172	0.073	
154	6	1	250	0.198	
155	6	1	94	0.135	
155	6	1	85	0.096	
155	6	1	250	0.082	
155	6	1	246	0.075	
155	6	1	73	0.069	
156	6	1	91	0.228	
156	6	1	94	0.261	
156	6	1	107	0.224	
156	6	1	91	0.297	
156	6	1	94	0.217	
157	6	1	64	0.075	
157	6	1	53	0.070	
157	6	1	214	0.071	
157	6	1	151	0.071	
157	6	1	205	0.075	
158	6	1	62	0.067	
158	6	1	58	0.068	
158	6	1	52	0.059	
158	6	1	120	0.083	
158	6	1	66	0.075	
159	6	1	77	0.271	
159	6	1	82	0.195	
159	6	1	91	0.311	
159	6	1	98	0.219	
159	6	1	89	0.315	
160	6	1	80	0.074	
160	6	1	69	0.072	
160	6	1	250	0.195	
160	6	1	250	1.322	
160	6	1	185	0.074	
161	6	1	75	0.171	
161	6	1	75	0.160	
161	6	1	84	0.164	
161	6	1	93	0.187	
161	6	1	84	0.164	
162	6	1	86	0.081	
162	6	1	55	0.070	
162	6	1	250	0.305	
162	6	1	250	0.447	
162	6	1	250	0.271	
163	6	1	146	0.081	
163	6	1	174	0.082	
163	6	1	105	0.066	
163	6	1	164	0.074	
163	6	1	164	0.070	
164	6	1	84	0.126	
164	6	1	74	0.093	
164	6	1	202	0.085	
164	6	1	99	0.071	
164	6	1	185	0.111	
165	6	1	126	0.079	
165	6	1	131	0.083	
165	6	1	244	0.073	
165	6	1	250	0.076	
165	6	1	250	0.093	
166	6	1	94	0.084	
166	6	1	131	0.086	
166	6	1	140	0.109	
166	6	1	54	0.072	
166	6	1	93	0.084	
167	6	1	56	0.074	
167	6	1	60	0.074	
167	6	1	250	0.521	
167	6	1	217	0.075	
167	6	1	250	0.101	
168	6	1	106	0.088	
168	6	1	59	0.065	
168	6	1	86	0.070	
168	6	1	53	0.071	
168	6	1	42	0.075	
169	6	1	67	0.065	
169	6	1	85	0.074	
169	6	1	161	0.072	
169	6	1	61	0.070	
169	6	1	90	0.063	
170	6	1	125	0.096	
170	6	1	68	0.074	
170	6	1	126	0.067	
170	6	1	48	0.075	
170	6	1	126	0.069	
171	6	1	70	0.066	
171	6	1	97	0.070	
171	6	1	216	0.064	
171	6	1	250	0.126	
171	6	1	250	0.128	
172	6	1	116	0.077	
172	6	1	122	0.078	
172	6	1	250	0.195	
172	6	1	244	0.069	
172	6	1	194	0.072	
173	6	1	74	0.075	
173	6	1	79	0.073	
173	6	1	107	0.072	
173	6	1	143	0.067	
173	6	1	131	0.066	
174	6	1	87	0.080	
174	6	1	86	0.115	
174	6	1	250	0.108	
174	6	1	103	0.067	
174	6	1	182	0.085	
175	6	1	144	0.071	
175	6	1	122	0.080	
175	6	1	250	0.083	
175	6	1	250	0.485	
175	6	1	137	0.074	
176	6	1	109	0.132	
176	6	1	133	0.086	
176	6	1	145	0.073	
176	6	1	128	0.053	
176	6	1	140	0.059	
177	6	1	87	0.073	
177	6	1	68	0.067	
177	6	1	250	0.135	
177	6	1	250	0.233	
177	6	1	250	0.153	
178	6	1	118	0.104	
178	6	1	124	0.097	
178	6	1	96	0.075	
178	6	1	110	0.069	
178	6	1	107	0.051	
179	6	1	46	0.070	
179	6	1	63	0.074	
179	6	1	127	0.074	
179	6	1	46	0.062	
179	6	1	70	0.070	
180	6	1	57	0.071	
180	6	1	50	0.092	
180	6	1	250	0.086	
180	6	1	250	0.099	
180	6	1	159	0.074	
181	6	1	127	0.086	
181	6	1	98	0.066	
181	6	1	250	0.144	
181	6	1	250	0.076	
181	6	1	250	0.187	
182	6	1	134	0.074	
182	6	1	117	0.069	
182	6	1	221	0.065	
182	6	1	250	0.075	
182	6	1	250	0.449	
183	6	1	99	0.100	
183	6	1	75	0.074	
183	6	1	250	0.287	
183	6	1	250	0.254	
183	6	1	250	0.305	
184	6	1	112	0.078	
184	6	1	102	0.107	
184	6	1	85	0.067	
184	6	1	152	0.089	
184	6	1	104	0.069	
185	6	1	65	0.145	
185	6	1	91	0.101	
185	6	1	141	0.072	
185	6	1	163	0.065	
185	6	1	105	0.074	
186	6	1	47	0.068	
186	6	1	105	0.081	
186	6	1	250	0.261	
186	6	1	250	0.140	
186	6	1	250	0.139	
187	6	1	109	0.080	
187	6	1	50	0.069	
187	6	1	126	0.066	
187	6	1	145	0.072	
187	6	1	116	0.073	
188	6	1	103	0.100	
188	6	1	114	0.127	
188	6	1	164	0.070	
188	6	1	90	0.061	
188	6	1	98	0.073	
189	6	1	80	0.073	
189	6	1	53	0.072	
189	6	1	145	0.075	
189	6	1	118	0.070	
189	6	1	126	0.074	
190	6	1	45	0.065	
190	6	1	35	0.070	
190	6	1	197	0.070	
190	6	1	250	0.181	
190	6	1	183	0.073	
191	6	1	118	0.081	
191	6	1	53	0.068	
191	6	1	83	0.073	
191	6	1	114	0.070	
191	6	1	99	0.068	
192	6	1	134	0.085	
192	6	1	136	0.079	
192	6	1	128	0.066	
192	6	1	137	0.072	
192	6	1	76	0.069	
193	6	1	144	0.100	
193	6	1	102	0.065	
193	6	1	250	0.326	
193	6	1	250	0.636	
193	6	1	250	0.312	
194	6	1	154	0.077	
194	6	1	116	0.074	
194	6	1	232	0.074	
194	6	1	238	0.074	
194	6	1	250	0.102	
195	6	1	66	0.073	
195	6	1	67	0.082	
195	6	1	180	0.070	
195	6	1	96	0.069	
195	6	1	250	0.750	
196	6	1	87	0.077	
196	6	1	99	0.076	
196	6	1	100	0.100	
196	6	1	124	0.068	
196	6	1	100	0.068	
197	6	1	116	0.082	
197	6	1	99	0.084	
197	6	1	161	0.074	
197	6	1	156	0.072	
197	6	1	161	0.070	
198	6	1	84	0.073	
198	6	1	56	0.059	
198	6	1	250	0.203	
198	6	1	250	0.125	
198	6	1	250	0.293	
199	6	1	118	0.075	
199	6	1	50	0.065	
199	6	1	75	0.067	
199	6	1	250	0.079	
199	6	1	195	0.075	
200	6	1	108	0.110	
200	6	1	133	0.086	
200	6	1	57	0.072	
200	6	1	188	0.099	
200	6	1	76	0.072	
201	6	1	121	0.100	
201	6	1	128	0.099	
201	6	1	132	0.065	
201	6	1	155	0.074	
201	6	1	100	0.067	
202	6	1	80	0.118	
202	6	1	105	0.115	
202	6	1	219	0.108	
202	6	1	234	0.103	
202	6	1	181	0.078	
203	6	1	63	0.073	
203	6	1	58	0.071	
203	6	1	47	0.073	
203	6	1	45	0.066	
203	6	1	47	0.071	
204	6	1	35	0.075	
204	6	1	113	0.083	
204	6	1	165	0.072	
204	6	1	112	0.072	
204	6	1	187	0.074	
205	6	1	44	0.074	
205	6	1	74	0.075	
205	6	1	90	0.071	
205	6	1	152	0.074	
205	6	1	131	0.074	
206	6	1	45	0.069	
206	6	1	110	0.100	
206	6	1	250	0.249	
206	6	1	186	0.070	
206	6	1	157	0.067	
207	6	1	64	0.061	
207	6	1	59	0.060	
207	6	1	167	0.070	
207	6	1	123	0.073	
207	6	1	250	0.225	
208	6	1	75	0.062	
208	6	1	79	0.072	
208	6	1	100	0.073	
208	6	1	109	0.069	
208	6	1	250	0.077	
209	6	1	110	0.123	
209	6	1	91	0.143	
209	6	1	158	0.129	
209	6	1	124	0.118	
209	6	1	137	0.103	
210	6	1	61	0.062	
210	6	1	57	0.072	
210	6	1	166	0.061	
210	6	1	154	0.072	
210	6	1	206	0.065	
211	6	1	33	0.071	
211	6	1	34	0.072	
211	6	1	71	0.070	
211	6	1	58	0.072	
211	6	1	37	0.073	
212	6	1	84	0.072	
212	6	1	96	0.073	
212	6	1	74	0.069	
212	6	1	55	0.074	
212	6	1	50	0.067	
213	6	1	112	0.086	
213	6	1	137	0.088	
213	6	1	250	0.085	
213	6	1	250	0.104	
