Below are the simulation results for the test trials
WORLD	TASK	SUCCESS	STEPS	LOWEST_CLEARANCE
140	6	1	85	0.118	
140	6	1	74	0.071	
140	6	1	74	0.093	
140	6	1	72	0.074	
141	6	1	83	0.126	
141	6	1	81	0.131	
141	6	1	73	0.082	
141	6	1	72	0.081	
141	6	1	73	0.096	
142	6	1	77	0.121	
142	6	1	75	0.117	
142	6	1	72	0.104	
142	6	1	72	0.115	
142	6	1	72	0.116	
143	6	1	89	0.086	
143	6	1	88	0.129	
143	6	1	72	0.061	
143	6	1	73	0.133	
143	6	1	73	0.076	
144	6	1	83	0.086	
144	6	1	83	0.081	
144	6	1	76	0.097	
144	6	1	75	0.097	
144	6	1	79	0.090	
145	6	1	87	0.061	
145	6	1	86	0.131	
145	6	1	73	0.076	
145	6	1	72	0.080	
145	6	1	72	0.135	
146	6	1	77	0.115	
146	6	1	73	0.175	
146	6	1	73	0.146	
146	6	1	73	0.146	
146	6	1	73	0.138	
147	6	1	75	0.128	
147	6	1	82	0.127	
147	6	1	73	0.142	
147	6	1	72	0.094	
147	6	1	73	0.142	
148	6	1	91	0.085	
148	6	1	105	0.053	
148	6	1	75	0.064	
148	6	1	84	0.049	
148	6	1	74	0.065	
149	6	1	81	0.167	
149	6	1	84	0.130	
149	6	1	71	0.100	
149	6	1	73	0.063	
149	6	1	72	0.100	
150	6	1	83	0.106	
150	6	1	98	0.084	
150	6	1	75	0.123	
150	6	1	79	0.089	
150	6	1	76	0.102	
151	6	1	82	0.081	
151	6	1	79	0.071	
151	6	1	73	0.086	
151	6	1	75	0.094	
151	6	1	71	0.087	
152	6	1	80	0.099	
152	6	1	78	0.130	
152	6	1	73	0.158	
152	6	1	73	0.068	
152	6	1	73	0.062	
153	6	1	89	0.080	
153	6	1	76	0.066	
153	6	1	65	0.059	
153	6	1	70	0.064	
153	6	1	57	0.069	
154	6	1	93	0.077	
154	6	1	93	0.118	
154	6	1	34	0.117	
154	6	1	74	0.062	
154	6	1	73	0.064	
155	6	1	89	0.136	
155	6	1	87	0.119	
155	6	1	74	0.105	
155	6	1	72	0.119	
155	6	1	74	0.123	
156	6	1	91	0.150	
156	6	1	80	0.188	
156	6	1	73	0.123	
156	6	1	72	0.135	
156	6	1	72	0.147	
157	6	1	88	0.076	
157	6	1	93	0.069	
157	6	1	87	0.111	
157	6	1	79	0.073	
157	6	1	76	0.078	
158	6	1	85	0.054	
158	6	1	109	0.060	
158	6	1	53	0.062	
158	6	1	51	0.072	
158	6	1	55	0.061	
159	6	1	80	0.105	
159	6	1	85	0.196	
159	6	1	75	0.079	
159	6	1	72	0.111	
159	6	1	72	0.122	
160	6	1	94	0.064	
160	6	1	95	0.058	
160	6	1	73	0.118	
160	6	1	74	0.107	
160	6	1	74	0.096	
161	6	1	74	0.248	
161	6	1	75	0.244	
161	6	1	73	0.144	
161	6	1	73	0.094	
161	6	1	72	0.133	
162	6	1	88	0.083	
162	6	1	88	0.069	
162	6	1	74	0.080	
162	6	1	73	0.108	
162	6	1	74	0.073	
163	6	1	40	0.091	
163	6	1	95	0.080	
163	6	1	77	0.082	
163	6	1	35	0.072	
163	6	1	88	0.095	
164	6	1	95	0.091	
164	6	1	82	0.100	
164	6	1	71	0.077	
164	6	1	71	0.080	
164	6	1	72	0.098	
165	6	1	86	0.066	
165	6	1	81	0.093	
165	6	1	72	0.079	
165	6	1	74	0.099	
165	6	1	72	0.077	
166	6	1	87	0.130	
166	6	1	82	0.143	
166	6	1	73	0.111	
166	6	1	72	0.120	
166	6	1	72	0.101	
167	6	1	42	0.048	
167	6	1	42	0.057	
167	6	1	40	0.056	
167	6	1	33	0.054	
167	6	1	36	0.056	
168	6	1	95	0.088	
168	6	1	88	0.112	
168	6	1	74	0.085	
168	6	1	34	0.069	
168	6	1	75	0.045	
169	6	1	82	0.050	
169	6	1	79	0.096	
169	6	1	81	0.025	
169	6	1	81	0.051	
169	6	1	50	0.055	
170	6	1	79	0.106	
170	6	1	85	0.088	
170	6	1	72	0.128	
170	6	1	72	0.092	
170	6	1	75	0.089	
171	6	1	93	0.089	
171	6	1	88	0.084	
171	6	1	75	0.103	
171	6	1	83	0.087	
171	6	1	74	0.085	
172	6	1	82	0.083	
172	6	1	86	0.095	
172	6	1	75	0.077	
172	6	1	76	0.065	
172	6	1	75	0.089	
173	6	1	91	0.045	
173	6	1	87	0.067	
173	6	1	73	0.048	
173	6	1	72	0.085	
173	6	1	74	0.141	
174	6	1	93	0.146	
174	6	1	87	0.122	
174	6	1	72	0.121	
174	6	1	71	0.087	
174	6	1	72	0.100	
175	6	1	39	0.097	
175	6	1	88	0.069	
175	6	1	77	0.058	
175	6	1	81	0.076	
175	6	1	79	0.068	
176	6	1	86	0.095	
176	6	1	85	0.084	
176	6	1	76	0.123	
176	6	1	77	0.110	
176	6	1	77	0.102	
177	6	1	94	0.078	
177	6	1	82	0.080	
177	6	1	76	0.092	
177	6	1	75	0.126	
177	6	1	75	0.079	
178	6	1	91	0.098	
178	6	1	93	0.094	
178	6	1	74	0.058	
178	6	1	74	0.087	
178	6	1	73	0.097	
179	6	1	85	0.061	
179	6	1	86	0.087	
179	6	1	77	0.093	
179	6	1	75	0.083	
179	6	1	71	0.073	
180	6	1	100	0.082	
180	6	1	102	0.090	
180	6	1	40	0.094	
180	6	1	83	0.078	
180	6	1	101	0.053	
181	6	1	98	0.086	
181	6	1	93	0.114	
181	6	1	74	0.086	
181	6	1	44	0.111	
181	6	1	77	0.101	
182	6	1	90	0.076	
182	6	1	99	0.071	
182	6	1	81	0.062	
182	6	1	79	0.088	
182	6	1	250	0.187	
183	6	1	91	0.078	
183	6	1	88	0.078	
183	6	1	75	0.103	
183	6	1	74	0.108	
183	6	1	73	0.103	
184	6	1	94	0.087	
184	6	1	92	0.087	
184	6	1	76	0.142	
184	6	1	76	0.159	
184	6	1	73	0.130	
185	6	1	78	0.074	
185	6	1	76	0.092	
185	6	1	72	0.100	
185	6	1	72	0.112	
185	6	1	71	0.124	
186	6	1	92	0.078	
186	6	1	93	0.070	
186	6	1	76	0.077	
186	6	1	76	0.073	
186	6	1	76	0.069	
187	6	1	86	0.057	
187	6	1	85	0.050	
187	6	1	31	0.096	
187	6	1	73	0.054	
187	6	1	75	0.078	
188	6	1	83	0.093	
188	6	1	79	0.102	
188	6	1	72	0.068	
188	6	1	73	0.100	
188	6	1	72	0.120	
189	6	1	81	0.090	
189	6	1	81	0.092	
189	6	1	73	0.067	
189	6	1	74	0.087	
189	6	1	73	0.070	
190	6	1	88	0.061	
190	6	1	86	0.057	
190	6	1	75	0.076	
190	6	1	77	0.056	
190	6	1	73	0.104	
191	6	1	45	0.082	
191	6	1	48	0.052	
191	6	1	92	0.089	
191	6	1	38	0.112	
191	6	1	78	0.083	
192	6	1	95	0.049	
192	6	1	105	0.059	
192	6	1	34	0.051	
192	6	1	35	0.079	
192	6	1	35	0.071	
193	6	1	84	0.078	
193	6	1	90	0.091	
193	6	1	74	0.076	
193	6	1	77	0.101	
193	6	1	76	0.094	
194	6	1	93	0.061	
194	6	1	90	0.056	
194	6	1	73	0.077	
194	6	1	76	0.063	
194	6	1	75	0.053	
195	6	1	81	0.078	
195	6	1	79	0.095	
195	6	1	71	0.096	
195	6	1	72	0.067	
195	6	1	44	0.088	
196	6	1	84	0.070	
196	6	1	81	0.102	
196	6	1	72	0.045	
196	6	1	75	0.075	
196	6	1	72	0.058	
197	6	1	89	0.121	
197	6	1	93	0.134	
197	6	1	74	0.061	
197	6	1	76	0.146	
197	6	1	75	0.110	
198	6	1	90	0.074	
198	6	1	85	0.081	
198	6	1	75	0.091	
198	6	1	75	0.065	
198	6	1	76	0.084	
199	6	1	91	0.086	
199	6	1	94	0.072	
199	6	1	73	0.094	
199	6	1	78	0.074	
199	6	1	91	0.076	
200	6	1	76	0.112	
200	6	1	76	0.151	
200	6	1	73	0.099	
200	6	1	71	0.124	
200	6	1	73	0.072	
201	6	1	85	0.084	
201	6	1	83	0.097	
201	6	1	74	0.095	
201	6	1	74	0.114	
201	6	1	74	0.097	
202	6	1	80	0.147	
202	6	1	91	0.142	
202	6	1	74	0.110	
202	6	1	73	0.086	
202	6	1	73	0.101	
203	6	1	64	0.064	
203	6	1	92	0.071	
203	6	1	75	0.050	
203	6	1	77	0.062	
203	6	1	79	0.058	
204	6	1	96	0.065	
204	6	1	97	0.068	
204	6	1	54	0.134	
204	6	1	73	0.056	
204	6	1	75	0.109	
205	6	1	97	0.079	
205	6	1	102	0.074	
205	6	1	60	0.080	
205	6	1	94	0.070	
205	6	1	90	0.055	
206	6	1	85	0.070	
206	6	1	90	0.064	
206	6	1	74	0.071	
206	6	1	73	0.078	
206	6	1	74	0.069	
207	6	1	86	0.091	
207	6	1	93	0.074	
207	6	1	75	0.049	
207	6	1	76	0.065	
207	6	1	57	0.054	
208	6	1	106	0.080	
208	6	1	90	0.063	
208	6	1	96	0.059	
208	6	1	89	0.095	
208	6	1	76	0.085	
209	6	1	75	0.156	
209	6	1	81	0.118	
209	6	1	73	0.116	
209	6	1	74	0.135	
209	6	1	74	0.092	
210	6	1	88	0.075	
210	6	1	89	0.065	
210	6	1	75	0.085	
210	6	1	75	0.084	
210	6	1	77	0.075	
211	6	1	96	0.067	
211	6	1	102	0.056	
211	6	1	74	0.080	
211	6	1	75	0.068	
211	6	1	77	0.054	
212	6	1	77	0.145	
212	6	1	76	0.139	
212	6	1	73	0.135	
212	6	1	73	0.137	
212	6	1	73	0.137	
213	6	1	81	0.110	
213	6	1	91	0.078	
213	6	1	76	0.107	
213	6	1	76	0.095	
